id,client_id,responsible_id,product,status,priority,date,deadline,closed_at,reopened_count,last_reopened_at,ai_suggested_category,final_category,is_admin_changed,keywords,confidence,sla_ttfr_min,sla_ttr_min
a77732de-53b3-4055-81a9-2ddf9bddd765,2f59f430-b4ab-4bcd-b3cf-7030db93cd9c,98a7ad04-976f-4a1f-9a4e-2cc4d7cc73a1,платёжный сервис,open,low,2025-10-07 21:10:17,2025-12-20 21:10:17,,0,,консультация,консультация,FALSE,"подскажите, инструкция, настроить",0.8971,480,4320
85ad4924-4ca4-4018-a170-b54510864161,555c78bd-0435-4e90-9fc2-2e72e62a0b28,54e42d8a-6607-4c33-9b55-938329d3c056,API интеграция,closed,high,2026-01-20 21:04:17,2026-07-31 21:04:17,2026-01-20 21:18:17,0,,консультация,консультация,FALSE,"инструкция, подскажите, как",0.6455,30,480
b1c09463-b354-43a6-94fe-0997d4eacffb,7e3f0a84-1712-4670-b2de-4a3ba258c36e,30800edf-4d58-43e3-a96b-940fd74841ac,платёжный сервис,reopened,low,2026-02-03 21:09:17,2026-10-02 21:09:17,,3,2025-06-01 02:59:51,запрос возврата,запрос документов,TRUE,"справка, документ, счёт-фактура",0.8743,480,4320
c9cf83ad-5e0d-4f71-9d07-99d0dab3df48,e9682f1d-8e9b-4293-b335-68a6194ccf62,f090b8a0-c79f-4484-b609-c81063a3101c,платёжный сервис,in_progress,medium,2026-02-16 21:02:17,2026-04-30 21:02:17,,0,,запрос документов,запрос документов,FALSE,"договор, акт, справка",0.9849,120,1440
5cca0165-fc4a-4737-ae97-b63815e9c998,7e9f3b1a-d4a5-4603-9c3b-4a88533c7a94,54e42d8a-6607-4c33-9b55-938329d3c056,веб-сервис,closed,medium,2026-05-13 21:04:17,2026-09-16 21:04:17,2026-05-13 22:28:17,0,,консультация,запрос возврата,TRUE,"вернуть, возврат, отмена",0.8073,120,1440
31f870ab-afc1-4767-acb1-372b70b1ee9e,bc0e1d71-d935-45cb-b3e5-96da476dc3ba,eddfa16c-17e6-4af0-b448-b1ba323469ed,платёжный сервис,in_progress,low,2026-03-01 21:11:17,2026-09-27 21:11:17,,0,,ошибка в данных,ошибка в данных,FALSE,"неверные данные, дублирование, некорректно",0.6834,480,4320
57244826-9648-4419-9d93-e7c7e7871550,f56670db-637f-4d85-9d1d-e0f199acfe17,ca155167-00f3-45f4-9fa5-fa1c385ebf77,веб-сервис,open,medium,2026-02-11 21:03:17,2026-06-06 21:03:17,,0,,ошибка в данных,ошибка в данных,FALSE,"некорректно, неверные данные, дублирование",0.6156,120,1440
643960ae-80f5-4668-95ba-654465a93f37,16ce7aa4-0626-43cb-8f0c-12c8373de4c1,658cb972-0bd8-4e76-9814-f7b6c8d826bd,платёжный сервис,in_progress,low,2025-12-12 21:11:17,2026-06-12 21:11:17,,0,,консультация,консультация,FALSE,"счёт, оплата, тариф",0.7893,480,4320
90820a75-3ab6-4cfe-a8af-fce0fd77aa82,ae9d9af7-a96e-4796-a6ed-5028e6b9657b,eddfa16c-17e6-4af0-b448-b1ba323469ed,платёжный сервис,reopened,medium,2025-10-21 21:07:17,2025-10-27 21:07:17,,1,2025-10-11 15:02:42,запрос возврата,запрос возврата,FALSE,"ошибочный платёж, возврат, отмена",0.8479,120,1440
be2d2241-8ff5-41c8-8c7b-7243d1329c3f,bb53cf79-6c22-4dea-aeff-6f97b3aecc55,98a7ad04-976f-4a1f-9a4e-2cc4d7cc73a1,платёжный сервис,reopened,medium,2026-04-27 21:09:17,2027-03-31 21:09:17,,1,2025-05-30 18:47:44,технический сбой,технический сбой,FALSE,"сбой, не работает, недоступен",0.9509,120,1440
489fbec2-a68e-4c35-a496-ad523312f9fc,7146f567-821a-4b3a-9fea-34d4db2479c8,5626d650-cef6-443a-8d1f-61aff974e528,мобильное приложение,open,high,2025-12-12 21:11:17,2026-05-04 21:11:17,,0,,проблема с доступом,проблема с доступом,FALSE,"аккаунт, доступ, заблокирован",0.7199,30,480
2053c01e-7c5a-4048-8229-d4d2cfb28625,7bbff09b-4b59-4bcf-a0dd-0a09fbac1aca,30800edf-4d58-43e3-a96b-940fd74841ac,веб-сервис,reopened,high,2025-10-13 21:10:17,2026-04-26 21:10:17,,1,2026-04-28 15:03:49,ошибка в данных,ошибка в данных,FALSE,"расхождение, дублирование, некорректно",0.6489,30,480
ca58620c-d897-4796-aac6-fc504779705a,eb25b1d4-1ad4-488a-b486-14e495c52b75,cecb8ec0-6040-43be-a205-6c4f2a90258d,мобильное приложение,in_progress,medium,2025-08-13 21:09:17,2026-04-27 21:09:17,,0,,вопрос по оплате,вопрос по оплате,FALSE,"счёт, платёж, тариф",0.9008,120,1440
d7b1dab1-6f22-4f3c-b937-8ba3afd4bcad,8de1a875-f586-4848-b79e-2225a4c43565,7277bbf3-61d9-4f3a-9dd0-9c5829a61d38,мобильное приложение,reopened,medium,2025-08-15 21:05:17,2025-08-25 21:05:17,,3,2025-08-27 09:10:40,запрос документов,технический сбой,TRUE,"500, сбой, ошибка",0.7776,120,1440
9987b4b7-e29a-4e14-a767-fa0e6d1d6668,56bb6190-081e-429c-b754-bccda8e22b57,96032794-c8cb-47f0-9d42-dc35caefb6d4,платёжный сервис,open,medium,2026-03-07 21:04:17,2026-11-14 21:04:17,,0,,проблема с доступом,проблема с доступом,FALSE,"пароль, доступ, не войти",0.6155,120,1440
b741dc44-8f77-4156-b61c-0cc1a7741d91,0a1b411c-5619-4541-b7d4-f972392706e1,518baab4-bdcf-45bc-9ec6-37549da23359,аналитический модуль,closed,low,2026-03-10 21:03:17,2026-03-30 21:03:17,2026-03-27 17:30:14,0,,консультация,консультация,FALSE,"подскажите, возможности, как",0.8446,480,4320
9a10c021-5474-4a73-9f6b-843924836030,8e3f34ea-369f-4884-9bd5-7b0b3c936778,14da04d8-6645-4c88-afbc-83a01b4d1263,аналитический модуль,closed,high,2025-12-17 21:05:17,2026-04-16 21:05:17,2025-12-17 22:47:17,0,,запрос документов,запрос документов,FALSE,"справка, договор, счёт-фактура",0.7985,30,480
0bdb769a-008e-491b-90d3-66e8a1e01714,829e0879-e14f-4f68-b1b3-b537d1af75ce,a0ed29c7-dc83-4181-ae21-9a76efbfa3a2,API интеграция,closed,low,2026-05-13 21:08:17,2027-02-02 21:08:17,2026-05-15 16:08:17,0,,проблема с доступом,проблема с доступом,FALSE,"заблокирован, не войти, аккаунт",0.7596,480,4320
deda0f7d-7c70-4a44-bcf9-2095578ca26d,7ded1872-fff5-4805-bad3-28653ef45d0d,3d8e1efe-dabe-4e37-8f44-ed067fd86cce,мобильное приложение,closed,high,2026-03-14 21:03:17,2026-08-05 21:03:17,2026-03-14 22:53:17,0,,жалоба на сервис,технический сбой,TRUE,"ошибка, сбой, недоступен",0.6494,30,480
d4bc7b51-02cd-4f11-9a25-3cf00a02d1fe,1ae1510f-b1c5-4f88-a6dc-f42ead480686,b264eb9d-c4ec-4cb0-a0c0-98801ad84354,платёжный сервис,closed,medium,2025-09-16 21:07:17,2026-03-20 21:07:17,2025-09-16 21:50:17,0,,ошибка в данных,ошибка в данных,FALSE,"некорректно, расхождение, неверные данные",0.738,120,1440
19cbdcea-0734-4b6d-b486-f8033e79bdfa,76a3ab84-cc7b-4b9f-ab7d-8711ef278eb1,56bde063-d8b5-4af6-8ec8-6a52be007898,личный кабинет,open,high,2025-09-01 21:04:17,2026-01-28 21:04:17,,0,,технический сбой,технический сбой,FALSE,"сбой, ошибка, недоступен",0.6552,30,480
7ea7a794-2881-4b63-96df-c3d4d37409dd,cd053441-7db9-4aac-9ef3-76d489fab3d4,8eb3b219-9fb7-44ac-a893-dbc4dab3ebf8,мобильное приложение,reopened,medium,2026-02-01 21:02:17,2026-08-27 21:02:17,,2,2025-07-04 07:12:01,запрос возврата,запрос возврата,FALSE,"отмена, вернуть, возврат",0.7281,120,1440
2c5e7a64-ccdb-44c7-8a50-9327509c2322,7819b976-8292-49c7-90b4-cd1da5161d5f,30800edf-4d58-43e3-a96b-940fd74841ac,API интеграция,in_progress,low,2025-11-03 21:09:17,2025-11-25 21:09:17,,0,,вопрос по оплате,вопрос по оплате,FALSE,"тариф, оплата, платёж",0.8577,480,4320
86b78055-f092-4a72-9254-e87510d06b16,c3b63508-b6b4-41ea-8fd9-2f26ec13d70d,56bde063-d8b5-4af6-8ec8-6a52be007898,аналитический модуль,reopened,high,2025-09-21 21:07:17,2026-02-03 21:07:17,,1,2026-02-06 04:00:20,ошибка в данных,технический сбой,TRUE,"ошибка, 500, не работает",0.8303,30,480
962141ee-5704-4c55-b716-df432612a4cb,35963188-f9d9-4863-b2bb-2ff4d9bdce3a,658cb972-0bd8-4e76-9814-f7b6c8d826bd,веб-сервис,open,high,2025-09-09 21:05:17,2025-12-06 21:05:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"не решили, жалоба, долго",0.8767,30,480
792852f1-39d8-4d74-a983-59d9872734b1,35963188-f9d9-4863-b2bb-2ff4d9bdce3a,897b5ec3-67d8-4d26-856f-792bc7e29ed6,веб-сервис,open,low,2025-12-08 21:11:17,2026-06-23 21:11:17,,0,,проблема с доступом,проблема с доступом,FALSE,"не войти, доступ, аккаунт",0.9765,480,4320
8665e1a4-6916-49b1-8c75-bcd4671922e0,45cc7a64-87b8-46ce-93e3-11d2b6aeafbf,53316d33-81f3-4d57-8a88-f25f7c0ea6ab,мобильное приложение,open,medium,2025-10-09 21:05:17,2026-02-23 21:05:17,,0,,консультация,консультация,FALSE,"подскажите, как, инструкция",0.7,120,1440
baf52468-a5c9-45cf-81ba-a7aec3e45379,9827eeff-7307-4371-b902-6eabd1233d6a,ca155167-00f3-45f4-9fa5-fa1c385ebf77,API интеграция,open,high,2026-03-17 21:09:17,2026-10-15 21:09:17,,0,,запрос документов,запрос документов,FALSE,"акт, счёт-фактура, договор",0.9159,30,480
26d1c66e-dcbb-43dc-9250-542550c47c3f,48d186ee-2640-4bf0-b8dd-58bdfeafae03,518baab4-bdcf-45bc-9ec6-37549da23359,мобильное приложение,reopened,high,2026-04-14 21:06:17,2026-12-16 21:06:17,,2,2025-08-14 16:47:18,запрос документов,запрос документов,FALSE,"документ, договор, справка",0.8926,30,480
244b1f46-23fc-48cf-9721-ee376d83806d,f8dd2ea8-0e38-43ad-809d-982e7cd9ba16,3adee1e2-7ce5-48ac-9c67-7f815a8fa93a,API интеграция,reopened,low,2025-10-25 21:06:17,2025-11-19 21:06:17,,2,2025-10-03 11:24:21,жалоба на сервис,жалоба на сервис,FALSE,"долго, грубость, не решили",0.6914,480,4320
c48cc0bb-bba2-4c89-944b-352576469d5e,dcea1e1e-ed63-4fe0-bade-5c3ae09dfd24,518baab4-bdcf-45bc-9ec6-37549da23359,аналитический модуль,reopened,low,2025-12-07 21:03:17,2026-03-17 21:03:17,,3,2025-08-28 02:24:14,ошибка в данных,ошибка в данных,FALSE,"расхождение, неверные данные, некорректно",0.963,480,4320
12549ea7-0fe1-4bd6-a838-b93b6dcfc6b9,208f1b1d-c82e-478d-b64a-988a6cf56469,518baab4-bdcf-45bc-9ec6-37549da23359,личный кабинет,in_progress,low,2025-12-05 21:10:17,2026-01-06 21:10:17,,0,,технический сбой,технический сбой,FALSE,"ошибка, недоступен, сбой",0.7467,480,4320
50dcf967-ed3f-472d-9973-bd5a2f7630e3,88b663d2-ef30-4c4b-8d81-d3ea2373b025,b264eb9d-c4ec-4cb0-a0c0-98801ad84354,API интеграция,reopened,medium,2026-01-16 21:08:17,2026-06-25 21:08:17,,3,2025-08-06 21:16:21,ошибка в данных,ошибка в данных,FALSE,"некорректно, расхождение, неверные данные",0.6444,120,1440
187181f0-7ac8-4183-a366-ad1e70b64c16,1e4a9094-2784-4ee3-8b56-3fb359f6ea6d,54e42d8a-6607-4c33-9b55-938329d3c056,API интеграция,open,high,2026-03-11 21:07:17,2026-10-11 21:07:17,,0,,запрос возврата,запрос возврата,FALSE,"вернуть, возврат, отмена",0.8055,30,480
995356ff-1434-45d1-89a5-6df76d918648,cd053441-7db9-4aac-9ef3-76d489fab3d4,03dce095-23a2-437e-90ad-5715ecb15aaa,аналитический модуль,in_progress,medium,2026-01-22 21:07:17,2026-06-08 21:07:17,,0,,вопрос по оплате,проблема с доступом,TRUE,"доступ, аккаунт, не войти",0.6526,120,1440
7757c047-de63-4be7-8e7d-142326e75220,eb791756-7925-4583-824d-5673bee86ac1,3adee1e2-7ce5-48ac-9c67-7f815a8fa93a,мобильное приложение,reopened,low,2026-03-02 21:03:17,2026-11-14 21:03:17,,1,2025-06-20 06:56:51,консультация,консультация,FALSE,"подскажите, как, инструкция",0.6449,480,4320
a7f5ca5f-eaed-4dfe-b0ff-0da3219b1b18,cd437930-733c-4924-925a-0d81cbfa6582,da261de0-4a2e-4cec-aa13-c79294dfdb39,API интеграция,in_progress,medium,2025-10-29 21:07:17,2026-03-31 21:07:17,,0,,технический сбой,технический сбой,FALSE,"не работает, ошибка, недоступен",0.6055,120,1440
3b9955be-220c-4f23-8d2b-d3bf0008884d,86048d78-b1b3-4b51-88ea-a73d1fbcb0a4,96032794-c8cb-47f0-9d42-dc35caefb6d4,веб-сервис,in_progress,medium,2025-07-27 21:09:17,2025-11-13 21:09:17,,0,,запрос документов,запрос документов,FALSE,"документ, договор, акт",0.6125,120,1440
a5f84242-823b-4e75-b5d7-0d2aabc5d90d,7fdc9fa8-4bb2-4826-ad3d-9ad154b013bf,56bde063-d8b5-4af6-8ec8-6a52be007898,веб-сервис,in_progress,high,2026-04-19 21:10:17,2027-01-28 21:10:17,,0,,вопрос по оплате,запрос возврата,TRUE,"отмена, возврат, вернуть",0.7169,30,480
061872d6-de41-4545-9202-d03c86b90a62,f78dd9a8-c181-4ec2-a00c-f45cea936636,5626d650-cef6-443a-8d1f-61aff974e528,мобильное приложение,in_progress,high,2026-04-14 21:10:17,2026-04-22 21:10:17,,0,,технический сбой,технический сбой,FALSE,"недоступен, 500, не работает",0.6838,30,480
f25a3ea8-8544-49ad-8591-5851a35812af,3d97d751-9f38-4dbc-85a4-90f0927e115c,f090b8a0-c79f-4484-b609-c81063a3101c,аналитический модуль,reopened,low,2026-01-05 21:12:17,2026-08-09 21:12:17,,2,2025-05-27 03:48:26,консультация,консультация,FALSE,"возможности, подскажите, инструкция",0.9319,480,4320
0ae0adc5-8318-4225-ae20-ea37e317fd4c,03fff281-e3c4-4e6c-940a-5da1b0668376,0b028ed6-0f00-457b-add5-3edd07308c53,веб-сервис,open,low,2026-01-05 21:10:17,2026-01-13 21:10:17,,0,,запрос возврата,запрос возврата,FALSE,"ошибочный платёж, отмена, вернуть",0.6957,480,4320
bb2e2ad6-67e3-4bf4-a4d8-ac60044cccaf,211a1b7c-9d6b-48d3-8922-864b4ab6cb15,30800edf-4d58-43e3-a96b-940fd74841ac,аналитический модуль,open,low,2025-08-19 21:06:17,2025-12-15 21:06:17,,0,,ошибка в данных,ошибка в данных,FALSE,"долго, жалоба, некомпетентность",0.9444,480,4320
f565188b-9f1a-4358-83af-82202e1df6e2,189b6cce-204f-48ec-a40d-c243b8f572bf,96032794-c8cb-47f0-9d42-dc35caefb6d4,платёжный сервис,reopened,high,2026-01-08 21:01:17,2026-05-11 21:01:17,,2,2026-05-10 10:27:11,ошибка в данных,ошибка в данных,FALSE,"некорректно, неверные данные, расхождение",0.6738,30,480
d2ab8f61-f65a-4765-a6db-d11a34d6431c,71db57b6-3cf4-4010-ac8c-008d3fa4f39d,da261de0-4a2e-4cec-aa13-c79294dfdb39,аналитический модуль,in_progress,medium,2025-08-01 21:12:17,2025-11-04 21:12:17,,0,,вопрос по оплате,вопрос по оплате,FALSE,"счёт, списание, оплата",0.7123,120,1440
2a3668b5-a4de-4593-a40c-6e5cc2f63d5a,2470e2c3-7001-4476-8e6b-6e506b5ebf81,b264eb9d-c4ec-4cb0-a0c0-98801ad84354,веб-сервис,open,high,2025-10-23 21:07:17,2026-03-16 21:07:17,,0,,проблема с доступом,проблема с доступом,FALSE,"не войти, аккаунт, доступ",0.7832,30,480
b44e961f-f967-4e2e-bb26-f1700d4e6a56,a61ed9e8-c9f0-4d94-91da-ecf633e5a4b5,30800edf-4d58-43e3-a96b-940fd74841ac,платёжный сервис,reopened,low,2025-10-15 21:09:17,2026-02-26 21:09:17,,1,2025-06-06 02:39:03,запрос возврата,запрос возврата,FALSE,"отмена, возврат, ошибочный платёж",0.6187,480,4320
f0ba8501-c2a5-4c61-9997-b9fa238f21da,5bfbbede-2ff5-459d-8f52-87490578fcc4,0b028ed6-0f00-457b-add5-3edd07308c53,API интеграция,reopened,low,2025-10-15 21:08:17,2026-01-25 21:08:17,,2,2025-07-04 00:12:53,вопрос по оплате,вопрос по оплате,FALSE,"счёт, тариф, оплата",0.9233,480,4320
3ad1d713-9470-4da9-927f-442aec22e482,7dc285f8-3d3c-4787-9c49-f9be4f6065e0,03dce095-23a2-437e-90ad-5715ecb15aaa,мобильное приложение,open,medium,2026-05-11 21:08:17,2026-10-19 21:08:17,,0,,запрос возврата,запрос возврата,FALSE,"возврат, отмена, вернуть",0.8441,120,1440
13e3b226-abde-4866-9d5f-47109a0c3e05,a8e40e4f-2ac4-4a3b-bd41-6380b336ebf9,a0ed29c7-dc83-4181-ae21-9a76efbfa3a2,личный кабинет,closed,high,2025-08-25 21:03:17,2025-12-10 21:03:17,2025-08-25 22:52:17,0,,вопрос по оплате,вопрос по оплате,FALSE,"платёж, счёт, списание",0.85,30,480
e96d959a-d01e-46ca-b026-cd5b8f0e30cd,7d19445f-abdb-44ff-922d-935722e80169,98a7ad04-976f-4a1f-9a4e-2cc4d7cc73a1,личный кабинет,open,high,2026-03-26 21:09:17,2026-05-23 21:09:17,,0,,запрос возврата,запрос возврата,FALSE,"возврат, отмена, вернуть",0.621,30,480
a93f4c67-642d-4014-8520-97a7c13655b3,ef4c3a76-4085-44ea-9b43-c5b870dec191,a0ed29c7-dc83-4181-ae21-9a76efbfa3a2,личный кабинет,closed,low,2026-02-18 21:09:17,2026-03-30 21:09:17,2026-02-18 22:33:17,0,,запрос возврата,вопрос по оплате,TRUE,"счёт, списание, оплата",0.7665,480,4320
81f0e54e-dedd-4acd-bd72-8c9c5d6b7391,b912bb7d-8d8d-43fa-b01f-07d57a3a0b49,8eb3b219-9fb7-44ac-a893-dbc4dab3ebf8,платёжный сервис,closed,high,2025-11-27 21:04:17,2026-03-30 21:04:17,2025-11-27 22:44:17,0,,ошибка в данных,ошибка в данных,FALSE,"неверные данные, дублирование, расхождение",0.7662,30,480
1c07f9b6-c818-4db1-8f7c-2183198586c0,2336e6aa-e8fa-44d1-845e-ce6d440fd98f,d91d01af-1096-4a6e-8b38-b6e9d33ef3ff,личный кабинет,closed,high,2025-12-25 21:11:17,2026-05-16 21:11:17,2025-12-26 22:11:17,0,,консультация,консультация,FALSE,"подскажите, настроить, как",0.9717,30,480
858234b9-52d4-445e-bd2d-2b2d37c498b9,c3b63508-b6b4-41ea-8fd9-2f26ec13d70d,30800edf-4d58-43e3-a96b-940fd74841ac,платёжный сервис,open,medium,2026-05-14 21:08:17,2026-11-20 21:08:17,,0,,запрос документов,запрос документов,FALSE,"счёт-фактура, акт, документ",0.9193,120,1440
f6513538-b94a-41c5-8cf1-9c6ce2bb2f01,fe13c643-078f-4ea7-8134-34011cbe434b,518baab4-bdcf-45bc-9ec6-37549da23359,веб-сервис,closed,medium,2025-11-29 21:11:17,2026-03-31 21:11:17,2025-11-29 22:24:17,0,,ошибка в данных,ошибка в данных,FALSE,"некорректно, неверные данные, расхождение",0.8912,120,1440
cebb7a93-1971-4dad-8816-675e8d2fcacc,fa465e9b-9717-4a97-adf3-2f3922a61d76,54e42d8a-6607-4c33-9b55-938329d3c056,платёжный сервис,reopened,medium,2025-08-28 21:04:17,2025-10-31 21:04:17,,1,2025-06-22 08:55:06,запрос документов,запрос документов,FALSE,"документ, справка, счёт-фактура",0.8571,120,1440
efa7e0c8-bac2-4e8f-aefb-5ec28e2cebc3,c3b63508-b6b4-41ea-8fd9-2f26ec13d70d,da261de0-4a2e-4cec-aa13-c79294dfdb39,мобильное приложение,closed,medium,2026-01-04 21:03:17,2026-04-17 21:03:17,2026-01-04 21:25:17,0,,проблема с доступом,запрос возврата,TRUE,"вернуть, отмена, возврат",0.7646,120,1440
a261dbb5-ec74-4948-886c-89d5abbab0b6,86a5df69-8e6a-4617-8f99-2299b8dbd527,30800edf-4d58-43e3-a96b-940fd74841ac,веб-сервис,in_progress,high,2025-11-02 21:03:17,2025-11-18 21:03:17,,0,,консультация,консультация,FALSE,"инструкция, возможности, настроить",0.8074,30,480
3eeacfb9-55e4-4e5e-b193-a9ad0a18e60e,a451efe9-0065-43ab-a1fd-decc348468e0,d966ef51-de55-4ca4-b2e9-ae366b64a2c8,мобильное приложение,closed,low,2025-11-24 21:08:17,2025-12-21 21:08:17,2025-11-24 21:36:17,0,,вопрос по оплате,вопрос по оплате,FALSE,"оплата, счёт, списание",0.9853,480,4320
039de7ef-f740-4f37-8c2c-b6268492ee46,a771ec55-1866-4ca3-93de-116308c0d685,0b028ed6-0f00-457b-add5-3edd07308c53,мобильное приложение,reopened,high,2025-12-06 21:12:17,2026-01-17 21:12:17,,2,2026-01-22 01:19:28,проблема с доступом,проблема с доступом,FALSE,"заблокирован, аккаунт, пароль",0.6053,30,480
9fc4097c-7d93-4218-88b8-22c401af9903,aaf19252-44f6-4f8b-bdc0-de5ef89e2717,5626d650-cef6-443a-8d1f-61aff974e528,API интеграция,reopened,medium,2026-03-01 21:06:17,2026-10-23 21:06:17,,1,2025-07-16 07:37:17,жалоба на сервис,жалоба на сервис,FALSE,"некомпетентность, долго, жалоба",0.6503,120,1440
2b7dcf29-6dca-458a-804f-0492a9655c60,b72cd9f6-a028-4c0a-9bcc-aed9132cf1d1,14da04d8-6645-4c88-afbc-83a01b4d1263,платёжный сервис,open,medium,2026-02-17 21:11:17,2026-03-11 21:11:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"долго, жалоба, не решили",0.81,120,1440
f3e40935-e5ca-4e6d-8095-3a6f1a6601a3,22421d19-2ed4-4780-b505-7fda38ba10ab,03dce095-23a2-437e-90ad-5715ecb15aaa,веб-сервис,in_progress,low,2025-11-20 21:09:17,2026-02-19 21:09:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"долго, не решили, жалоба",0.7572,480,4320
a6715f58-48b4-493d-b589-10212aaf7edc,52b35e60-b3f3-415f-86fb-75560eedf51e,0b028ed6-0f00-457b-add5-3edd07308c53,веб-сервис,closed,medium,2026-05-16 21:10:17,2026-11-20 21:10:17,2026-05-16 22:57:17,0,,технический сбой,технический сбой,FALSE,"не работает, ошибка, недоступен",0.8867,120,1440
9031b44f-d43d-4d77-a01c-ca2a525a1ebb,b42584cb-0e4b-40e7-bc4a-c3849424cb42,56bde063-d8b5-4af6-8ec8-6a52be007898,платёжный сервис,open,high,2026-01-21 21:07:17,2026-07-13 21:07:17,,0,,проблема с доступом,проблема с доступом,FALSE,"заблокирован, аккаунт, доступ",0.7138,30,480
25582178-6d25-4e87-b2df-716aee892a8d,1b68cad4-8503-48e4-abbc-a2fc7df5f455,da261de0-4a2e-4cec-aa13-c79294dfdb39,веб-сервис,open,medium,2026-05-18 21:03:17,2027-03-31 21:03:17,,0,,вопрос по оплате,вопрос по оплате,FALSE,"счёт, платёж, оплата",0.8653,120,1440
3ff48ad7-2c1e-46fb-938d-493921fa5258,8af9af60-0ca2-46fc-afab-79af6f319110,3adee1e2-7ce5-48ac-9c67-7f815a8fa93a,мобильное приложение,reopened,high,2025-10-09 21:05:17,2025-10-20 21:05:17,,3,2025-10-10 16:52:59,проблема с доступом,проблема с доступом,FALSE,"заблокирован, доступ, аккаунт",0.8782,30,480
d9f9d4be-bcaa-4f60-8cf2-0b546f5102dc,4d611ad0-c32e-43fb-b115-2fded26ca478,0b028ed6-0f00-457b-add5-3edd07308c53,аналитический модуль,closed,low,2026-04-28 21:14:17,2027-01-22 21:14:17,2026-04-28 21:49:17,0,,проблема с доступом,проблема с доступом,FALSE,"пароль, доступ, заблокирован",0.9865,480,4320
07aa2785-21e3-451e-a248-97cc90409046,72bb3904-602e-45d4-b2b7-52efc59e4889,da261de0-4a2e-4cec-aa13-c79294dfdb39,личный кабинет,open,medium,2025-11-16 21:10:17,2026-04-02 21:10:17,,0,,запрос возврата,запрос возврата,FALSE,"возврат, вернуть, отмена",0.7395,120,1440
93f7cf97-249f-4ec6-bf58-efd1699cc0c0,8de1a875-f586-4848-b79e-2225a4c43565,f090b8a0-c79f-4484-b609-c81063a3101c,аналитический модуль,open,high,2025-07-30 21:07:17,2025-12-20 21:07:17,,0,,запрос документов,запрос документов,FALSE,"сбой, ошибка, недоступен",0.9774,30,480
aeb4920c-f6b9-4a93-9b71-2bd84dbf1e72,cd823497-124b-42a1-b1df-95a40473f46c,eddfa16c-17e6-4af0-b448-b1ba323469ed,платёжный сервис,reopened,low,2025-12-11 21:10:17,2026-06-15 21:10:17,,2,2025-06-06 18:10:24,ошибка в данных,ошибка в данных,FALSE,"некорректно, неверные данные, расхождение",0.7213,480,4320
49aec397-1358-4154-9489-84db278ef27b,0c687053-4a20-4a04-a600-69ec1ccaa8dc,7277bbf3-61d9-4f3a-9dd0-9c5829a61d38,веб-сервис,reopened,low,2026-02-09 21:13:17,2026-09-20 21:13:17,,2,2025-06-25 18:04:41,технический сбой,технический сбой,FALSE,"сбой, ошибка, 500",0.8767,480,4320
4404dd89-2b63-4d49-ae22-359fcc968d64,2f5de21a-e613-425e-9a39-4e3ee15b5b2f,03dce095-23a2-437e-90ad-5715ecb15aaa,API интеграция,in_progress,medium,2026-04-21 21:10:17,2026-12-19 21:10:17,,0,,консультация,консультация,FALSE,"отмена, возврат, ошибочный платёж",0.9508,120,1440
d3563211-8862-4858-bf70-a7ee06568686,e022cff9-41d0-4989-b3f7-cfca20f494f0,30800edf-4d58-43e3-a96b-940fd74841ac,личный кабинет,open,high,2025-11-11 21:08:17,2026-04-06 21:08:17,,0,,ошибка в данных,ошибка в данных,FALSE,"неверные данные, дублирование, расхождение",0.7248,30,480
79e7aa7a-013d-469c-bac8-c8bfc05cb762,88b663d2-ef30-4c4b-8d81-d3ea2373b025,b264eb9d-c4ec-4cb0-a0c0-98801ad84354,веб-сервис,closed,high,2026-04-23 21:13:17,2027-01-08 21:13:17,2026-04-23 23:03:17,0,,запрос документов,запрос документов,FALSE,"справка, акт, документ",0.6811,30,480
df865e4c-43fa-46e7-a86b-c55903ea66d1,6bb2ec78-6a1f-4c90-9419-0db34b6252cf,0dccc85e-ff8c-4b89-a2e5-2d68a450e266,веб-сервис,in_progress,medium,2026-03-14 21:09:17,2026-09-07 21:09:17,,0,,консультация,консультация,FALSE,"инструкция, возможности, настроить",0.7413,120,1440
553444e8-6d28-48a2-98fb-9ae1a5634850,299a66e9-f585-420b-9401-499c09bc6018,54e42d8a-6607-4c33-9b55-938329d3c056,веб-сервис,open,medium,2025-11-09 21:07:17,2026-03-21 21:07:17,,0,,запрос документов,запрос документов,FALSE,"справка, акт, договор",0.7877,120,1440
29b5552d-5af5-45ab-baab-b88ca75071b1,35daa8f1-6dbb-451d-8583-8e4d58a0c736,3adee1e2-7ce5-48ac-9c67-7f815a8fa93a,аналитический модуль,in_progress,medium,2026-04-02 21:05:17,2026-05-22 21:05:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"отмена, ошибочный платёж, вернуть",0.7027,120,1440
c575b6aa-27a2-4aa1-870c-ac59795c96bb,8088e884-ef86-4fe4-9fae-8ea4f88b0253,cecb8ec0-6040-43be-a205-6c4f2a90258d,платёжный сервис,reopened,low,2025-10-14 21:07:17,2026-02-01 21:07:17,,3,2025-06-27 20:07:46,ошибка в данных,технический сбой,TRUE,"ошибка, сбой, не работает",0.8147,480,4320
