"id","ticket_id","client_id","product","rating","comment","created_at","ai_suggested_category","final_category","is_admin_changed","sentiment","keywords_positive","keywords_neutral","keywords_negative","confidence"
"760312ba-034e-4b44-bcc4-095f9b92258e","1c47ed4c-861a-4046-a002-7c041f87fa06","372feff4-1232-4491-b4f7-b6f64d8e4cf5","API интеграция","3","Удовлетворительно, без особых впечатлений","2025-06-26 02:29:02","общее впечатление","общее впечатление","","neutral","","удовлетворительно","","0.7484"
"aa713490-ac66-4617-b29a-819d4cb7104b","79976027-be88-48cf-b8a1-9460115297d0","02ffefa0-03b3-4d03-87ce-d6f53dca2c9f","личный кабинет","5","Невероятно быстро, даже не ожидал такой оперативности","2026-04-28 12:44:05","скорость решения","скорость решения","1","positive","быстро, оперативно","ожидал","","0.8676"
"7f220331-5eef-48a1-88b0-077692f11447","b8dbb653-44ff-4ece-88e1-1047a78c6290","67e87e3b-5b6f-490e-b7fb-3dec6dc15f83","платёжный сервис","3","Нормально, всё решили в итоге","2025-09-27 02:15:24","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.6828"
"911ad4f4-fd64-4c25-b260-15677208f7bc","bdbf5476-7a81-41a0-af01-6200ac8fe6be","5b767b94-9f29-4acb-8a90-7b99d279f77c","API интеграция","4","Специалист хорошо разбирается в продукте","2025-07-29 20:46:23","скорость решения","техническая компетентность","1","positive","хорошо","","","0.7854"
"2b4c903e-49d8-4065-94a5-8085c626e49c","e0f020c2-4b61-45f1-9f84-2644effc6b7d","ef4c3a76-4085-44ea-9b43-c5b870dec191","личный кабинет","5","Отличный сервис, очень доволен результатом!","2025-11-17 06:53:35","вежливость","общее впечатление","1","positive","доволен, отличный","результат","","0.886"
"c3116f93-380f-4b18-b3a2-7519af96ba9a","8166efee-325a-471e-9fbe-457530f9e976","48320f33-669a-4a3d-a52e-a0b9488d964b","веб-сервис","4","Приятное общение, чувствуется забота о клиенте","2026-04-10 04:57:42","вежливость","вежливость","","positive","приятно","","","0.7792"
"9eae6010-a202-4b02-bba2-393e3a13d97a","bad37314-20bc-4426-bb9f-a0991afc117a","fbe9644d-41e4-4702-8505-99dddc7f7362","аналитический модуль","3","Стандартная поддержка, ничего выдающегося","2025-05-30 14:23:06","общее впечатление","общее впечатление","","neutral","","","","0.9715"
"68c1262c-34ab-43a7-8a22-bbb3b2875c0d","3a7fa2b9-0642-493e-92a8-cfec291b0ae0","9319d6eb-3adb-4825-9bfb-fac2f5d4d7e1","личный кабинет","2","Предложили решение которое не подходит для моей ситуации","2025-09-17 22:55:20","техническая компетентность","техническая компетентность","","negative","","","","0.7957"
"5e450551-aac9-49c2-bab0-c3143859623a","59dfceb0-69a5-4a7e-9099-91c891ea80b5","6ec56ce8-6292-41fe-af88-f54007199778","мобильное приложение","4","Ответили быстро, не пришлось долго ждать","2025-12-16 18:56:01","скорость решения","скорость решения","","positive","быстро","","долго","0.9749"
"e7f8f683-fff9-4b88-b35b-0c2f817f4221","855862b6-1f2f-4e87-9f75-9fd667382253","636b1fce-447d-4dd5-b8e9-7f4b3f7c9833","API интеграция","4","Дали конкретный ответ без воды и лишнего","2025-10-13 11:45:12","качество ответа","качество ответа","","positive","конкретный","","","0.633"
"0cb4f2d2-f1cc-436f-ba3b-7c2c1f135ea3","7238f462-05f6-4994-90c1-38383151ebe0","92dc0eb5-0acc-42e5-98a4-ffabb8511430","мобильное приложение","5","Подробно объяснили каждый шаг решения проблемы","2025-06-12 00:08:56","качество ответа","качество ответа","","positive","объяснили, подробно","","","0.988"
"a3458735-da9a-4c1d-a90c-72258d16ee6b","05d89fa6-0946-46c8-9f89-e5ca148d8bfb","c8cdb2c8-ad5c-4de3-9c37-8cb011db1add","веб-сервис","5","Выше всяких похвал, лучший сервис в своём классе","2026-03-04 05:22:48","общее впечатление","общее впечатление","1","positive","лучший","","","0.6151"
"ffbafb1e-d5f5-4f21-84c5-4b46b2328bfb","296d0e5f-9cb2-42fa-ac9c-9bd8f114bd99","46275d4a-4917-4283-a15b-97837c25a6ba","платёжный сервис","4","Решили за один день, что приятно удивило","2025-11-25 11:16:55","скорость решения","скорость решения","","positive","приятно, решили","","","0.8411"
"4b1fd678-e7ac-455b-aa29-612101a6cd13","a4889ab0-19fb-4c35-93bf-afb4e22fa8ca","f56670db-637f-4d85-9d1d-e0f199acfe17","веб-сервис","2","Ответ был поверхностным, пришлось искать решение самому","2025-10-14 03:05:27","качество ответа","качество ответа","","negative","","","поверхностным","0.6144"
"62a5ab72-76a1-4423-80c8-a96872f5ca94","7114e306-857a-4b50-8e58-7a239a6a3fd2","b3a12922-0712-4017-a3d9-9be559a658e2","платёжный сервис","3","Стандартная поддержка, ничего выдающегося","2026-04-24 19:19:11","общее впечатление","общее впечатление","","neutral","","","","0.727"
"290585c9-0d46-4790-b3c3-57038cb96822","f8097d2a-2726-4bd6-a79d-dfd1392e55c6","c288fe39-889e-4047-b369-b6674c6c250e","аналитический модуль","3","Проблему закрыли формально, не вникая в детали","2025-09-09 08:03:23","качество ответа","качество ответа","","neutral","","формально","формально","0.7026"
"f49d24d1-5680-4d07-8413-a3808b947729","160925e8-ae74-48b6-b3df-8af3a5c75b56","163ecf09-1512-4a7e-b167-a992520e705c","веб-сервис","5","Выше всяких похвал, лучший сервис в своём классе","2025-06-18 13:18:12","общее впечатление","общее впечатление","","positive","лучший","","","0.6613"
"a49a334d-733e-4272-b9ef-bc187465efe6","18fe9d25-7d86-416a-80cc-8e58ab77ec84","16ce7aa4-0626-43cb-8f0c-12c8373de4c1","веб-сервис","2","Слабый результат, не оправдал ожиданий","2026-04-30 17:55:28","общее впечатление","общее впечатление","","negative","","результат","","0.8716"
"7bfdba75-15bd-4b77-9b16-eca44fcaa8c0","229f3de4-a31c-48a1-b5d2-c157fae24564","d67e04d0-945c-4ca9-bf57-2d47ce35472b","аналитический модуль","4","Ответили быстро, не пришлось долго ждать","2025-06-04 08:36:06","скорость решения","скорость решения","","positive","быстро","","долго","0.8298"
"67dce12c-8542-48a4-b3ae-c5ce0b2ffd1b","32578040-ee1a-4fee-99af-e5666f2039f8","b3926f40-0ac5-411a-8143-ce0f836dfe96","аналитический модуль","3","Нормально, всё решили в итоге","2025-12-17 06:06:04","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.8615"
"bcadb7c2-faea-4168-b8a0-dc199d8ab7eb","0924b961-4ed3-4638-a582-d0a6cd9e9a4c","636b1fce-447d-4dd5-b8e9-7f4b3f7c9833","личный кабинет","5","Приятно удивлён качеством сервиса, буду рекомендовать","2026-04-20 16:57:15","общее впечатление","общее впечатление","","positive","приятно","","","0.9083"
"d077766e-330c-4bed-838f-ae006367d399","2a0e7cdf-7b98-45a0-ad5c-ad1a256c1167","7eb226b0-4afb-4b5b-8a78-000dd5738bff","мобильное приложение","4","Почти всё устроило, небольшие замечания","2025-07-11 02:24:02","техническая компетентность","техническая компетентность","","positive","","замечания","","0.7887"
"825dbe3c-2f3c-45ea-97ac-7884b83603b2","056eaa86-cab5-46e3-9991-7cd219304995","7eb226b0-4afb-4b5b-8a78-000dd5738bff","платёжный сервис","3","Нормально, всё решили в итоге","2025-07-19 19:55:31","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.823"
"9e8587c9-a8cc-49eb-8fa0-02a5a3f9c680","42441c16-b476-4f4c-9350-cd1be7f38d5f","218b6590-95de-47f6-963b-c1821be765ae","аналитический модуль","4","Решили за один день, что приятно удивило","2026-01-03 14:13:29","скорость решения","скорость решения","","positive","приятно, решили","","","0.6153"
"4ec0d9b8-18b5-4b02-a806-519c8fa26708","baa57113-2f4e-4c37-9255-b719c4906f2a","a8e40e4f-2ac4-4a3b-bd41-6380b336ebf9","веб-сервис","5","Разобрались в сложной ситуации быстро и профессионально","2026-02-02 10:05:28","техническая компетентность","техническая компетентность","","positive","быстро, профессионально","","","0.6632"
"b3084e8c-338a-46fd-8dc6-c570d013313e","9b2d708e-d7aa-4077-8955-2b0ec2063a25","9f3945a9-b675-422c-8f4e-eb48580882dc","мобильное приложение","4","Детально разобрали мою проблему, всё стало ясно","2025-09-23 02:24:42","качество ответа","качество ответа","","positive","детально","","","0.6371"
"2b6bdd73-a39a-4479-bbd0-f807cce70a60","48c8c237-e995-4907-9752-b2300990b523","c486ef12-aceb-4dbb-9649-0d32b4c8a594","аналитический модуль","4","Решили за один день, что приятно удивило","2025-06-03 13:53:05","скорость решения","скорость решения","","positive","приятно, решили","","","0.6814"
"d881e9cc-b6bb-48f5-a74d-e19d5c658a59","9c68871e-ed7e-4b50-a2af-98de87704e9c","49039e55-4517-4a10-ac42-1942eb696669","аналитический модуль","5","Исчерпывающий ответ с первого раза, без лишних вопросов","2025-11-29 17:28:25","качество ответа","качество ответа","","positive","исчерпывающий","","","0.9429"
"8e854bb0-f545-456e-924b-eed145ed28ec","a585f1ee-96c4-4b5c-a129-1ac602bd26e4","93d7cd48-2851-4f10-97e5-9ecf5816ec3b","аналитический модуль","4","Хорошая поддержка, спасибо за помощь","2025-07-12 11:58:33","общее впечатление","общее впечатление","","positive","спасибо","","","0.8576"
"c60afde7-b4b8-4615-97a6-05e64367850b","391b7133-9ac3-4051-a243-797e71c03bc5","fa465e9b-9717-4a97-adf3-2f3922a61d76","аналитический модуль","4","Приятное общение, чувствуется забота о клиенте","2025-08-01 08:27:57","вежливость","вежливость","","positive","приятно","","","0.863"
"b6354524-5a49-4cb2-abf8-991a70a25840","f4f3aa43-09bb-4701-b0d9-c278ff543de7","a5e5c42f-823a-4237-8895-009d17553acd","API интеграция","5","Решили мгновенно, спасибо большое!","2025-10-22 17:03:13","скорость решения","скорость решения","","positive","мгновенно, решили, спасибо","","","0.6094"
"ce735a57-3bb5-4721-a48a-a6f163c7b1e2","8284676e-8172-433f-9e25-b6e3961f2fca","a61ed9e8-c9f0-4d94-91da-ecf633e5a4b5","API интеграция","2","Предложили решение которое не подходит для моей ситуации","2025-12-20 17:17:11","техническая компетентность","техническая компетентность","","negative","","","","0.7974"
"25997138-cc99-408a-a8d8-40b9402a1239","37fcb3b3-154c-48c1-8ac5-e815ce0f069c","372feff4-1232-4491-b4f7-b6f64d8e4cf5","мобильное приложение","3","Удовлетворительно, без особых впечатлений","2026-02-10 04:52:42","общее впечатление","общее впечатление","","neutral","","удовлетворительно","","0.9272"
"d54f3c92-f4dc-44bc-b6a4-a4b0f274d918","da5c540e-34a8-4f43-9c74-8a5ef0253e2b","dcea1e1e-ed63-4fe0-bade-5c3ae09dfd24","личный кабинет","2","Посредственный результат за такое долгое ожидание","2025-08-26 07:52:37","общее впечатление","общее впечатление","","negative","","результат","долго, посредственный","0.8315"
"09578078-25f3-4d12-af5e-8f9141c1fc3f","107b390e-6c5a-4a5c-86cc-9788a38925db","49b0186f-8f86-4543-82fc-6d65cf37424b","аналитический модуль","5","Выше всяких похвал, лучший сервис в своём классе","2025-07-05 10:29:06","качество ответа","общее впечатление","1","positive","лучший","","","0.8711"
"7253b551-c623-4501-9a60-94793c2bc545","f705628e-6bed-4e55-837a-39ce19ccf7d3","9462d1ba-cfca-46ea-b234-a4545ac25e20","аналитический модуль","4","Ответили быстро, не пришлось долго ждать","2025-10-15 02:59:16","скорость решения","скорость решения","","positive","быстро","","долго","0.6092"
"974dc1ef-44d9-4dbd-b390-19cf4b973b7b","054b9428-6b57-495c-9b16-bf19ddfe0942","bc0e1d71-d935-45cb-b3e5-96da476dc3ba","мобильное приложение","2","Могло быть гораздо лучше, много вопросов осталось","2026-01-09 23:51:35","скорость решения","техническая компетентность","1","negative","","","","0.7843"
"30db99d7-1a20-4a7f-88b2-feb88d8ac360","d971169d-5e30-42e1-aefb-df9e4223edc2","b03e0e70-2cb0-4081-b66e-be61c2165998","веб-сервис","5","Отличный сервис, очень доволен результатом!","2026-05-18 19:56:54","общее впечатление","общее впечатление","","positive","доволен, отличный","результат","","0.7679"
"71b6824d-919a-4a02-a7c2-5662feb2fc8a","0fc9196e-fbfa-4955-b1d8-56db13c937a7","52b35e60-b3f3-415f-86fb-75560eedf51e","веб-сервис","3","Среднее время ответа, могло быть быстрее","2026-05-07 01:27:11","скорость решения","скорость решения","","neutral","","","","0.986"
"8a55dbce-22c5-40ec-b44f-0478b78bede3","c6d56042-b476-4067-b5b3-51583bd5432d","36237723-f910-4427-8cb7-c16baac44d27","API интеграция","2","Долго держали в очереди, время решения неприемлемо","2025-06-23 09:44:41","скорость решения","скорость решения","","negative","","приемлемо","долго","0.9274"
"544e4099-0399-4b85-b2dc-633274f5e72d","245b57e8-3802-4791-a24f-1359ebbb5490","72bb3904-602e-45d4-b2b7-52efc59e4889","платёжный сервис","4","Корректно и терпеливо ответили на все вопросы","2026-03-05 01:44:09","качество ответа","вежливость","1","positive","корректно","корректно","","0.6018"
"5cf0eb82-5b41-4c89-b6db-5bca726c7b64","e9f9ada6-f8fd-4bb9-bef1-b8f4340fc221","c7ade42b-711e-4c3c-9595-53415e31f9be","платёжный сервис","4","Хорошая поддержка, спасибо за помощь","2025-07-31 01:14:21","общее впечатление","общее впечатление","","positive","спасибо","","","0.7824"
"787a6e0e-5a00-4ec7-86ea-3fa414de4b69","5a91d909-18f1-4c3a-b5b2-965d79619bcd","1424432b-484f-4d45-93bc-acce7fc0891d","аналитический модуль","4","Почти всё устроило, небольшие замечания","2025-07-30 20:04:50","техническая компетентность","техническая компетентность","","positive","","замечания","","0.7291"
"ae94c2db-b0ff-4e23-bb94-9e9cc2cefce0","1ba7391b-bd9d-41c0-978b-586c96c10966","17c04f57-052c-48da-9700-b297553f61c5","личный кабинет","4","Оперативно разобрались с проблемой","2026-04-28 04:36:09","скорость решения","скорость решения","","positive","оперативно","","","0.621"
"bcfd51fb-9746-4d8a-8529-955459f4042c","cd39b297-d50d-4d66-8f3a-4ad168327f63","084cccb2-7ed3-46a4-b183-b775166d06bf","аналитический модуль","5","Молниеносный ответ, проблема исчезла за минуты","2025-12-15 11:26:35","техническая компетентность","скорость решения","1","positive","молниеносный","","","0.6512"
"cbf232b8-333c-4e63-8487-ff5ba3c551e8","8a9512c7-4e05-47ef-ac45-eedcd3cac938","4b2befc1-80a1-4d62-8cb7-83f26a149cdb","мобильное приложение","3","Проблему закрыли формально, не вникая в детали","2025-10-22 00:48:05","качество ответа","качество ответа","","neutral","","формально","формально","0.9845"
"038af741-3064-4b66-a325-a2eb38ec7761","1359a131-9f7b-4a3b-9a56-2426494fb3aa","71659763-efb4-4785-9f9e-e8c9f9a74d31","веб-сервис","5","Приятно удивлён качеством сервиса, буду рекомендовать","2025-05-26 11:18:55","общее впечатление","общее впечатление","","positive","приятно","","","0.806"
"25051735-02e1-4f67-b8e7-e6f57dc99b47","13861eb3-b9e9-494b-b9be-fd27808d174b","c92e1c57-0c58-4d78-8dd1-a703b1b6dc71","платёжный сервис","5","Отличный сервис, очень доволен результатом!","2025-07-18 12:52:00","общее впечатление","общее впечатление","","positive","доволен, отличный","результат","","0.7796"
"fb6c0d04-4f3a-496c-a0b7-53694df747d7","3e81c381-2d19-4b0b-9932-18196630496e","363439fd-b8c3-4088-9341-7a35539f93b8","API интеграция","4","Ответили быстро, не пришлось долго ждать","2026-01-27 11:10:29","скорость решения","скорость решения","","positive","быстро","","долго","0.8137"
"51f21aef-e784-49f2-8f4f-9bf304b8bce7","a50eff07-5a62-45c4-a12a-2f5959f14528","09743c2f-97d1-4e77-a98e-9dd1bc008d44","личный кабинет","5","Невероятно быстро, даже не ожидал такой оперативности","2025-06-13 16:41:28","скорость решения","скорость решения","","positive","быстро, оперативно","ожидал","","0.9116"
"13aff5ac-c70d-481e-a1b4-fce4178c0105","48e3f6a0-ef5e-4f8c-9469-ec0705d0061b","417f1d99-e41c-4668-ac6a-777722c3e70f","веб-сервис","5","Отличный сервис, очень доволен результатом!","2025-12-23 00:11:09","общее впечатление","общее впечатление","","positive","доволен, отличный","результат","","0.7645"
"853772e8-92a8-4b93-ba0d-fdcf2f2395ce","fe644392-581c-46a4-b100-bc7a9ebe51e0","dc8e5e24-7f9a-4ddd-9052-63d6fbf7366c","аналитический модуль","4","В целом остался доволен, буду обращаться снова","2025-12-02 05:15:24","общее впечатление","общее впечатление","","positive","доволен","целом","","0.7706"
"ae061e3b-7fcc-4bae-afe5-fbb6f52330d5","cd91ccec-75ef-43e0-9cb4-1ebf0ca09f5d","0df97686-b78b-427b-81ed-672b2a1e1a90","аналитический модуль","4","Ответили быстро, не пришлось долго ждать","2025-06-30 05:31:01","скорость решения","скорость решения","","positive","быстро","","долго","0.9542"
"8e32c359-55de-470c-a62e-c7b0c10c4e79","0bd1e3fb-b65e-4781-a425-0e428b5b651b","7e3f0a84-1712-4670-b2de-4a3ba258c36e","аналитический модуль","5","Исчерпывающий ответ с первого раза, без лишних вопросов","2026-04-11 11:22:07","качество ответа","качество ответа","","positive","исчерпывающий","","","0.8107"
"1b5bf245-8301-488b-a411-b2aa80bf66f5","29c3c632-94d3-4c0b-a117-abd2f989ff32","195d266a-73be-48e7-bdb9-169b236e6eb5","аналитический модуль","4","Быстро и понятно объяснили решение","2026-01-20 13:22:02","качество ответа","качество ответа","","positive","быстро, объяснили","","","0.8371"
"055a85a9-6311-473a-9cae-ca36c19942de","f8540c88-8b1b-4785-b662-a8e50c56aa3a","9410c999-8dd1-4aa9-8e87-8c90a9e5af42","личный кабинет","1","Оператор был груб и не дал договорить","2026-05-08 17:11:21","вежливость","вежливость","","negative","","","","0.6153"
"aa71bd5e-8af7-434b-ab9a-cb651f08d4f5","29b7d87d-2913-4a4c-a24d-3a7397890a7c","75b7abd2-65f3-4ac8-8dd3-d24953731d8a","API интеграция","3","Средний результат, ожидал большего","2025-12-11 22:29:37","качество ответа","общее впечатление","1","neutral","","ожидал, результат, средний","","0.6472"
"76aa4c37-9d99-4777-9b15-91f0d124d412","b16e6115-7ee4-4fe4-84fe-2b0005bc32fe","67bd836a-360f-4e67-b4b6-91fc7d329fab","аналитический модуль","4","Специалист хорошо разбирается в продукте","2026-01-24 03:02:27","техническая компетентность","техническая компетентность","","positive","хорошо","","","0.7013"
"9b454f60-a577-4a09-ad5f-062a3242477e","25f3430b-a292-435f-a5a6-b0726f6033c1","56481173-3aaf-443a-a474-1a1b7e3525ad","платёжный сервис","4","Решили за один день, что приятно удивило","2025-10-19 06:58:42","скорость решения","скорость решения","","positive","приятно, решили","","","0.6657"
"70292015-67ca-46ca-abee-e7f1d671c0e5","0f552a8a-2c7f-46ef-9fb2-0c97ab01db0c","0702d065-c39f-46c9-9b7e-623b40ed3e80","личный кабинет","4","Почти всё устроило, небольшие замечания","2026-03-29 03:19:58","техническая компетентность","техническая компетентность","","positive","","замечания","","0.987"
"4e67461e-824e-476a-be3e-abdea9914eec","d5ebc48d-68ae-40d3-bc8d-4383a65bc598","13460e79-49cb-4520-9dc9-4bf1f0b76ab0","веб-сервис","5","Отличный сервис, очень доволен результатом!","2026-01-13 17:57:07","общее впечатление","общее впечатление","","positive","доволен, отличный","результат","","0.629"
"3c8a17c2-ca55-400d-8001-84215f52981e","3958267c-30c9-4821-8733-8e8a2c9cf29c","9cd7a985-39a9-4711-9556-17ea78b4cd76","веб-сервис","4","Почти всё устроило, небольшие замечания","2026-03-04 04:27:24","техническая компетентность","техническая компетентность","","positive","","замечания","","0.969"
"3168ab2c-8bff-485f-913e-6a0ef08d6f8d","32bdfde6-711d-4ba5-8bfb-a3f5b96dd989","1bbf5bb1-5546-4c66-908a-819cdec3a143","API интеграция","3","Нормально, всё решили в итоге","2026-01-09 03:18:18","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.9639"
"2018d30c-9f81-4420-8005-7780643cb470","f715c736-2cd6-479f-bd6b-2d0f1d87b42d","f78dd9a8-c181-4ec2-a00c-f45cea936636","платёжный сервис","5","Выше всяких похвал, лучший сервис в своём классе","2025-07-07 00:13:22","общее впечатление","общее впечатление","","positive","лучший","","","0.7569"
"e219eac2-663e-41a9-8725-f5f928fef249","8da112f8-86e6-41c1-a324-f60545e7ca60","a61ed9e8-c9f0-4d94-91da-ecf633e5a4b5","API интеграция","3","Знания специалиста на среднем уровне","2025-12-26 20:46:14","техническая компетентность","техническая компетентность","","neutral","","","","0.8056"
"9ffdeb83-fe1e-488f-ba1f-6d0adf500040","5ab6b1e3-c3dc-4fa2-9b56-3153ecef29b6","bf4aeebc-d6e2-44b7-96a3-3ec6c9e001ea","аналитический модуль","4","Дали конкретный ответ без воды и лишнего","2025-11-25 12:16:41","качество ответа","качество ответа","","positive","конкретный","","","0.742"
"5eb79a55-1d86-49b9-949f-2d6047419dbe","33677ea0-342f-427a-b38d-d296d701761e","9827eeff-7307-4371-b902-6eabd1233d6a","аналитический модуль","5","Очень внимательный и заботливый оператор, спасибо!","2025-11-19 07:19:58","вежливость","вежливость","","positive","внимательный, заботливый, спасибо","","","0.7383"
"9e76afab-1460-4a4c-b9f7-c3c2e45d164d","5e7b175a-7cf6-4f57-a5e7-c126c3bbea59","8af9af60-0ca2-46fc-afab-79af6f319110","платёжный сервис","5","Отличный сервис, очень доволен результатом!","2026-03-29 03:54:47","вежливость","общее впечатление","1","positive","доволен, отличный","результат","","0.6489"
"654b9881-f106-4d3e-b291-b643bc709118","9e2f4c86-1440-42fc-9328-b45f3288eaff","166e53e4-026f-483f-92f4-ee6e01c795bd","личный кабинет","4","Приятное общение, чувствуется забота о клиенте","2025-05-23 09:05:36","вежливость","вежливость","","positive","приятно","","","0.9069"
"09ef3950-c01a-4ac7-8af9-fd8c78b9ff5d","064b6ec0-04c6-479c-8338-843f16fdf6cf","0a1b411c-5619-4541-b7d4-f972392706e1","веб-сервис","5","Приятно удивлён качеством сервиса, буду рекомендовать","2026-04-05 10:31:10","общее впечатление","общее впечатление","","positive","приятно","","","0.8585"
"909ddcc2-0e23-4529-9cb6-b46013124c98","c6a62d8f-4f56-4c10-be68-99d5a14b0364","c61c9a77-e435-4da6-b960-e1fd19a55442","мобильное приложение","4","Почти всё устроило, небольшие замечания","2026-03-04 02:15:46","техническая компетентность","техническая компетентность","","positive","","замечания","","0.6363"
"54bd737c-9314-40c1-84df-49ef156f1c06","d146ee87-6839-406a-888a-9f08d3798c8a","b3926f40-0ac5-411a-8143-ce0f836dfe96","личный кабинет","2","Не всё объяснили, пришлось переспрашивать несколько раз","2026-05-17 03:57:07","качество ответа","качество ответа","","negative","","несколько","не объяснили","0.9382"
"d0d1ea52-7a3f-4acc-bbb9-e68e99c11f01","292e1cd6-9d80-47d2-bfb0-1e84a8284986","f12fb1f4-7dc1-46e0-91bc-2f4d1a15ba42","платёжный сервис","3","Проблему закрыли формально, не вникая в детали","2026-03-18 05:18:15","качество ответа","качество ответа","","neutral","","формально","формально","0.8948"
"03fc81dc-64ac-49be-9e82-8cd1dde0a0c7","a5bb2441-d2eb-4585-8a4b-50efbbb92b3c","0c90c79b-b4e1-49a3-b13a-f514828fe44e","аналитический модуль","4","В целом остался доволен, буду обращаться снова","2026-05-04 13:42:06","общее впечатление","общее впечатление","","positive","доволен","целом","","0.8735"
"51b49d7b-5829-4009-8f64-8afb645ee4ca","48cf8b5d-f5f9-4567-ae77-40548e256073","c8902a14-5433-4933-a7f5-8b02618c4f44","API интеграция","4","Хорошая поддержка, спасибо за помощь","2026-04-30 16:21:10","общее впечатление","общее впечатление","","positive","спасибо","","","0.8032"
"8703704c-bd3b-4cd4-9902-d0f2e8851473","97c1bad5-1915-4a97-b491-c2d5e9120764","386f2dab-aff5-4555-96c4-c3f480606d6a","аналитический модуль","2","Могло быть гораздо лучше, много вопросов осталось","2025-08-19 00:18:33","скорость решения","техническая компетентность","1","negative","","","","0.8955"
"c0ccd95b-76f3-4362-a30c-36d87f6d5503","5b7a514c-e39a-41d6-915b-312668bfb303","2ec2ac5d-c634-443b-92a2-04fdfacb75aa","платёжный сервис","4","Вежливо и профессионально, доволен","2025-10-27 08:00:18","вежливость","вежливость","","positive","вежливо, доволен, профессионально","","","0.9004"
"59d4d48a-c494-4460-a4e8-67d89d152fe9","8445e2a8-7451-4138-823e-14e77c159f6d","caa4265b-125c-4da0-94ec-530a1cf74f81","мобильное приложение","3","Нормально, всё решили в итоге","2025-12-15 16:41:26","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.6494"
"3e1de0d5-4f8c-44b4-9695-55ce8c7d5994","8423e88b-c37f-4927-9314-81b49926b2f4","7a1ece91-230c-4512-b6fd-3651fe941d21","веб-сервис","4","Дали конкретный ответ без воды и лишнего","2025-08-23 00:31:33","качество ответа","качество ответа","","positive","конкретный","","","0.7367"
"f12cb360-4e91-4be9-900f-9218df3bc969","f403ab60-3673-42ce-89a1-a0a2049f29f9","aa286b93-bf25-4694-8c4c-8239d0238c66","платёжный сервис","2","Могло быть гораздо лучше, много вопросов осталось","2025-08-05 21:59:51","техническая компетентность","техническая компетентность","","negative","","","","0.9428"
"8801d2e0-522e-4012-a110-31dc620b917b","8af3a023-f44c-427b-9c92-85146dca990a","866f8b29-fe47-450c-b54b-be7089d1e32c","платёжный сервис","5","Эксперт с глубоким знанием продукта, решил всё сразу","2025-08-04 16:25:26","техническая компетентность","техническая компетентность","","positive","эксперт","","","0.9471"
"f5137216-92cf-440d-a67e-6b7008126be9","3c155d86-957d-433e-afc9-0072c4e510d4","24cf29e7-9221-4b33-a133-7fb5cdd36814","аналитический модуль","4","Детально разобрали мою проблему, всё стало ясно","2025-11-21 17:54:20","качество ответа","качество ответа","","positive","детально","","","0.7817"
"58d2a3f5-0059-451f-9077-22eb68a5a940","eaa8b01f-1961-476d-b42b-a8fda273de62","cf554d82-54bb-4de2-b3d6-f87f6d1bbcfd","аналитический модуль","3","Знания специалиста на среднем уровне","2026-05-06 07:35:24","техническая компетентность","техническая компетентность","","neutral","","","","0.928"
"5a733154-3ce5-4b0e-9c6a-ccaa32fd2ecb","82d15f40-b053-4051-9c2a-81960c595673","43e42e06-fb67-4262-a44c-0b09564fae43","мобильное приложение","4","Быстро и понятно объяснили решение","2026-01-02 07:43:01","качество ответа","качество ответа","","positive","быстро, объяснили","","","0.7448"
"c58663f0-d97d-4b0e-82a4-04c29a38bfb7","930865fb-bfb9-44d9-8214-0fcf9dc0cb5b","7dd37630-5d84-4686-94fe-9705b6d7bef3","API интеграция","3","Стандартная поддержка, ничего выдающегося","2026-02-20 11:55:28","скорость решения","общее впечатление","1","neutral","","","","0.6071"
"2a0d6b8d-5841-4529-9319-d371754c197d","f77c2189-b29d-41ab-9c86-f120a3f928de","86a5df69-8e6a-4617-8f99-2299b8dbd527","платёжный сервис","5","Отличный сервис, очень доволен результатом!","2025-07-11 04:51:59","общее впечатление","общее впечатление","","positive","доволен, отличный","результат","","0.7102"
"205d5138-a405-4c53-b9ed-363c98457067","fc8db966-67d0-4d58-a461-ad5de0a98500","bb0cdfe5-7415-4ca8-be60-3d03561e3448","API интеграция","3","Ответили в разумные сроки, без лишней спешки","2026-05-04 01:35:23","скорость решения","скорость решения","","neutral","","разумные","","0.8064"
"bb8e2dd6-318c-4dee-b81b-0afac49b6c11","73254b74-4577-472c-b3b4-34f5df47805a","c1987fb7-aadf-4de3-9189-5f5adea8d91f","веб-сервис","5","Превзошли все ожидания, рекомендую!","2026-03-15 08:49:35","скорость решения","общее впечатление","1","positive","превзошли, рекомендую","","","0.6919"
"8adcbcff-9fcd-4d91-867d-03e6ce3f1f74","cd54abc8-84d9-4ba5-99ef-0ce8e84a69ce","49039e55-4517-4a10-ac42-1942eb696669","аналитический модуль","5","Отличный сервис, очень доволен результатом!","2025-07-01 12:02:43","общее впечатление","общее впечатление","","positive","доволен, отличный","результат","","0.7775"
